"Point_ID,N,9,0","Coarse,N,9,0","Clay,N,9,0","Sand,N,9,0","Silt,N,9,0","pH_CaCl2,N,24,2","pH_H20,N,24,2","EC,N,24,2","OC,N,24,2","CaCO3,N,9,0","P,N,24,2","N,N,24,2","K,N,24,2","LC,C,80","LU,C,80","NUTS_0,C,80","NUTS_1,C,80","NUTS_2,C,80","NUTS_3,C,80","LC0_Desc,C,80","LC1_Desc,C,80","LU1_Desc,C,80"
38643154,0,0,0,0,7.5,7.8,31.8,15.5,129,40.9,2,290.7,B21,U111,NL,NL3,NL34,NL341,Cropland,Potatoes,Agriculture (excluding fallow land and kitchen gardens)
38662400,23,23,22,54,6.9,7.15,23.3,41.9,4,9.7,3.7,282,D10,U420,FR,FRK,FRK2,FRK22,Shrubland,Shrubland with sparse tree cover,Semi-natural and natural areas not in use
38662548,0,0,0,0,5.7,5.96,16.61,23.8,1,46.1,2.4,196.4,E20,U111,FR,FRK,FRK2,FRK25,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
38662572,0,0,0,0,7.4,7.92,24.5,6.4,65,112.1,0.9,732.6,E30,U111,FR,FRK,FRK2,FRK25,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens)
38662770,0,0,0,0,7.5,7.86,16.78,24.8,59,48.7,2.9,317.5,B13,U111,FR,FRC,FRC1,FRC14,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
38662914,0,0,0,0,6.8,7.12,12.52,20,3,74.8,2.3,267.4,B11,U111,FR,FRF,FRF2,FRF23,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
38662968,0,0,0,0,7.3,7.52,40.9,8.9,1,37.3,1.3,124.7,B16,U111,FR,FRE,FRE2,FRE21,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
38663004,0,0,0,0,7,7.33,12.57,11.4,1,82.1,1.4,193.1,B11,U111,FR,FRE,FRE2,FRE21,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
38663098,0,0,0,0,6.3,6.42,21.9,74.5,1,138.3,8.3,185.3,E20,U361,BE,BE2,BE23,BE235,Grassland,Grassland without tree/shrub cover,"Amenities, museum, leisure (e.g. parks, botanical gardens)"
38682370,26,26,42,31,7.4,8,13.76,3.4,463,7.8,0.9,86.1,B13,U111,FR,FRJ,FRJ1,FRJ12,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
38682376,0,0,0,0,7.5,7.98,16.23,12.9,337,87.6,1.3,354.3,B42,U111,FR,FRK,FRK2,FRK22,Cropland,Tomatoes,Agriculture (excluding fallow land and kitchen gardens)
38682420,31,10,53,37,3.7,4.13,14.98,100.8,0,16.4,5.3,53.9,C31,U120,FR,FRK,FRK2,FRK22,Woodland,Spruce dominated mixed woodland,Forestry
38682466,15,15,38,47,4.2,4.56,32.8,39.5,0,24.1,4.2,212.4,E20,U420,FR,FRK,FRK1,FRK13,Grassland,Grassland without tree/shrub cover,Semi-natural and natural areas not in use
38682502,0,0,0,0,5.5,5.89,8.55,24.6,0,46.8,2.6,215.6,E20,U111,FR,FRK,FRK2,FRK25,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
38682528,0,0,0,0,6.3,6.55,15.96,19.1,0,30.6,2.5,153.4,B16,U111,FR,FRK,FRK2,FRK25,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
38682654,0,0,0,0,4.7,5.27,9.21,22.5,1,10,2.5,70.1,E20,U111,FR,FRC,FRC1,FRC13,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
38682960,0,0,0,0,4.1,4.96,21.4,31.7,0,44.6,2.6,64.1,C10,U120,FR,FRE,FRE2,FRE21,Woodland,Broadleaved woodland,Forestry
38683122,0,0,0,0,6.1,6.39,59.5,10.2,0,97.2,1.1,159.2,B16,U111,BE,BE2,BE23,BE234,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
38702362,29,22,21,57,7,7.31,18.63,56.2,275,11.6,4.8,417.8,E10,U420,FR,FRJ,FRJ1,FRJ12,Grassland,Grassland with sparse tree/shrub cover,Semi-natural and natural areas not in use
38702372,26,17,41,42,6.9,7.28,17.29,33,239,9.8,2.6,200.7,E30,U112,FR,FRJ,FRJ1,FRJ12,Grassland,Spontaneously re-vegetated surfaces,Fallow land
38702462,20,11,60,29,4.7,5.21,7.3,27.3,0,62.9,2.5,283.2,B11,U111,FR,FRK,FRK1,FRK13,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
38702476,20,8,66,26,4,4.49,9.48,34.5,1,14,2.2,146.3,C33,U120,FR,FRK,FRK1,FRK13,Woodland,Other mixed woodland,Forestry
38702480,18,9,66,25,3.6,4.19,6.41,26.5,0,51.6,1.9,73.8,C22,U120,FR,FRK,FRK1,FRK13,Woodland,Pine dominated coniferous woodland,Forestry
38702524,0,0,0,0,6,6.4,4.61,3.5,0,34.1,0.5,82.6,E20,U111,FR,FRK,FRK2,FRK25,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
38702758,0,0,0,0,7.3,7.66,22.8,21.3,75,60,2.2,231.5,B11,U111,FR,FRC,FRC1,FRC14,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
38702980,0,0,0,0,7.5,7.88,21.7,12.5,11,83.7,1.6,349.1,B32,U111,FR,FRE,FRE2,FRE21,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
38703124,4,7,64,28,5.5,5.96,14.43,13.2,0,63.5,1.3,48.1,F40,U113,BE,BE2,BE23,BE234,Bareland,Other bare soil,Kitchen gardens
38722460,0,0,0,0,4.8,5.26,16.46,32.9,0,43.2,3.4,267.5,E20,U111,FR,FRK,FRK1,FRK13,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
38722484,0,0,0,0,5.3,5.67,12.7,48.2,0,20.9,5,222.3,E20,U111,FR,FRK,FRK1,FRK13,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
38722502,0,0,0,0,5,5.52,12.68,41.7,0,41.2,4.2,132.8,E20,U111,FR,FRK,FRK2,FRK25,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
38722618,0,0,0,0,6.2,6.39,50.8,41.7,1,12.2,4.6,315.5,E20,U111,FR,FRC,FRC1,FRC13,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
38722676,0,0,0,0,4.6,4.94,34.3,44.3,0,13.9,4.5,64.6,E20,U111,FR,FRC,FRC1,FRC13,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
38722690,0,0,0,0,4.1,5.03,31.1,185.8,1,40.5,15.6,220.6,C10,U120,FR,FRC,FRC1,FRC12,Woodland,Broadleaved woodland,Forestry
38722694,0,0,0,0,5.7,6.12,9.28,28.2,0,9.5,2.7,77,E20,U111,FR,FRC,FRC1,FRC12,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
38722726,0,0,0,0,6.5,6.84,13.18,14.3,0,37.3,1.8,242.9,B11,U111,FR,FRC,FRC1,FRC14,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
38722802,0,0,0,0,7.3,7.74,25.5,20.6,224,44.7,2.5,190.2,B41,U111,FR,FRF,FRF2,FRF22,Cropland,Dry pulses,Agriculture (excluding fallow land and kitchen gardens)
38722826,0,0,0,0,7.4,7.87,16.89,13.3,816,25.1,2,157.8,B11,U111,FR,FRF,FRF2,FRF22,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
38722856,0,0,0,0,7.4,7.72,26.6,38.3,782,30.5,4.8,85.5,B11,U111,FR,FRF,FRF2,FRF23,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
38722964,0,0,0,0,6.9,6.99,11.39,10.1,1,58.6,1.3,205.7,B32,U111,FR,FRE,FRE2,FRE21,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
38723018,0,0,0,0,4.6,4.74,81.9,38.9,0,44.4,4.8,199.6,E20,U111,FR,FRE,FRE1,FRE11,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
38723036,0,0,0,0,5.9,6.08,44.7,29.3,1,155.8,3.5,647.7,E20,U111,FR,FRE,FRE1,FRE11,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
38723068,9,18,18,64,6.8,7.1,30.5,14,1,66.9,1.7,238.1,B21,U111,BE,BE3,BE32,BE321,Cropland,Potatoes,Agriculture (excluding fallow land and kitchen gardens)
38723078,13,21,12,66,6.1,6.49,13.73,10.5,0,45.9,1.3,251.9,B41,U111,BE,BE3,BE32,BE321,Cropland,Dry pulses,Agriculture (excluding fallow land and kitchen gardens)
38723176,5,29,24,47,7.3,7.64,23.1,12.8,55,14.4,1.6,204.5,B11,U111,NL,NL3,NL34,NL342,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
38742440,50,6,64,30,4.2,4.5,44,74.3,1,38.8,4.9,179.8,C10,U120,FR,FRK,FRK2,FRK22,Woodland,Broadleaved woodland,Forestry
38742668,0,0,0,0,4,4.14,44.6,31.4,1,35.7,3.4,170.4,E10,U111,FR,FRC,FRC1,FRC13,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
38742848,0,0,0,0,7.5,7.89,37.1,17.8,709,32.3,1.9,457.8,A30,U210,FR,FRF,FRF2,FRF22,Artificial land,Other artificial areas,Energy production
38742938,0,0,0,0,7.3,7.76,15.51,12.6,27,27.8,1.2,89.6,B11,U111,FR,FRE,FRE2,FRE21,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
38743010,0,0,0,0,4.4,4.58,51.3,18.5,0,24.2,2.6,105.9,E20,U111,FR,FRE,FRE2,FRE21,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
38743106,8,16,26,58,6.7,7.12,28.1,11.4,3,105.6,1.2,226,B16,U111,BE,BE2,BE23,BE235,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
38743146,3,3,88,9,5.7,6.19,20.5,13.8,0,118.6,1.5,237.5,B16,U111,BE,BE2,BE23,BE233,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
38762464,14,9,48,42,4.3,4.73,8.96,78.1,0,78,5.2,195.9,E20,U111,FR,FRK,FRK1,FRK13,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
38762486,7,14,35,51,4.9,5.38,8.19,57.1,0,15.4,5.3,165.3,E20,U111,FR,FRK,FRK1,FRK13,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
38762586,0,0,0,0,5.3,5.6,11.1,37.1,0,34.1,3.8,188.8,E20,U111,FR,FRC,FRC1,FRC13,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
38762644,0,0,0,0,4.6,4.9,39.6,30.3,0,51.3,3.5,73.1,E20,U111,FR,FRC,FRC1,FRC13,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
38762662,0,0,0,0,4,4.37,5.35,19.7,0,27.9,2.1,73.8,C23,U120,FR,FRC,FRC1,FRC13,Woodland,Other coniferous woodland,Forestry
38762680,0,0,0,0,4.4,4.76,35,56.3,0,23,5,168.9,C10,U120,FR,FRC,FRC1,FRC13,Woodland,Broadleaved woodland,Forestry
38762734,0,0,0,0,5.7,5.93,16.51,12.2,0,27.1,1.7,124.7,B11,U111,FR,FRC,FRC1,FRC14,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
38762770,0,0,0,0,7.4,7.68,26.3,46.5,196,40.3,4.8,544.1,B11,U111,FR,FRC,FRC1,FRC14,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
38762780,0,0,0,0,7.3,7.7,23,6.3,278,12.3,1.9,150.4,B32,U111,FR,FRF,FRF2,FRF22,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
38762978,0,0,0,0,7.5,7.85,26.5,8.5,43,44.9,1.2,151.7,B11,U111,FR,FRE,FRE2,FRE21,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
38762986,0,0,0,0,5.8,6.02,12.07,11.3,0,53.9,1.4,181.5,B11,U111,FR,FRE,FRE2,FRE21,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
38763094,0,0,0,0,6.1,6.4,21.6,9.5,0,38.8,1.4,104.6,B16,U111,BE,BE2,BE23,BE235,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
38782314,0,0,0,0,6.9,7.05,29,9.3,1,67.8,1.2,342.2,B43,U111,FR,FRJ,FRJ1,FRJ12,Cropland,Other fresh vegetables,Agriculture (excluding fallow land and kitchen gardens)
38782458,11,8,55,37,3.2,3.83,13.67,76.3,0,20.7,4.4,81.3,C21,U120,FR,FRK,FRK2,FRK22,Woodland,Spruce dominated coniferous woodland,Forestry
38782548,0,0,0,0,5.6,5.82,16.76,33.7,0,27,3.8,213.5,E20,U111,FR,FRK,FRK2,FRK25,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
38782566,0,0,0,0,5.5,5.96,77.7,36.9,0,76.3,4.9,334.9,E20,U111,FR,FRK,FRK2,FRK25,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
38782602,0,0,0,0,6.5,6.57,6.5,69.4,1,39,7.6,369.5,E20,U111,FR,FRC,FRC1,FRC13,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
38782764,0,0,0,0,7.3,7.67,18.61,29.1,269,56.8,3.3,551,B13,U111,FR,FRC,FRC1,FRC14,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
38782872,0,0,0,0,7.5,7.87,30.8,11.9,817,51.8,2.6,315.3,B32,U111,FR,FRF,FRF2,FRF23,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
38782944,0,0,0,0,7.4,7.74,32.3,8.7,475,63,2,380.3,B52,U111,FR,FRE,FRE2,FRE21,Cropland,Lucerne,Agriculture (excluding fallow land and kitchen gardens)
38783178,0,0,0,0,6.8,6.92,33.8,14.9,1,80.7,2.1,172.2,B11,U111,NL,NL3,NL34,NL342,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
38802300,0,0,0,0,7.5,7.89,29.9,18.8,281,39.9,2,182.5,B12,U111,FR,FRL,FRL0,FRL04,Cropland,Durum wheat,Agriculture (excluding fallow land and kitchen gardens)
38802310,0,0,0,0,7.6,7.94,30.4,13.5,65,64.4,1.9,654.9,B31,U111,FR,FRJ,FRJ1,FRJ12,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
38802318,0,0,0,0,7.4,8.09,12.73,11.1,126,11.3,0.8,134.6,E20,U111,FR,FRJ,FRJ1,FRJ12,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
38802354,24,15,57,29,7.1,7.93,11.4,5.2,204,15.8,0.6,95.7,B82,U111,FR,FRJ,FRJ1,FRJ12,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
38802850,0,0,0,0,7.5,7.86,24.3,22.2,608,32.1,2.4,315.8,B13,U111,FR,FRF,FRF2,FRF22,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
38802876,0,0,0,0,7.4,7.89,27.7,12.6,872,33,2.4,209.8,B11,U111,FR,FRF,FRF2,FRF23,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
38803002,0,0,0,0,4.4,4.53,60.1,25.8,0,54.1,3.1,94.6,E20,U111,FR,FRE,FRE2,FRE21,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
38803038,0,0,0,0,6.6,6.71,19.36,15.5,0,61.3,1.8,195.4,B16,U111,FR,FRE,FRE1,FRE11,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
38803102,8,18,16,66,6.8,7.02,39.1,8.6,0,99.2,1.2,287,B22,U111,BE,BE2,BE23,BE235,Cropland,Sugar beet,Agriculture (excluding fallow land and kitchen gardens)
38803134,9,8,59,32,4.8,5.08,33.4,14.5,1,77.7,1.7,49.4,B55,U111,BE,BE2,BE23,BE234,Cropland,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens)
38822434,20,15,33,53,4.2,4.52,14.7,38.4,1,27.8,4.1,226.7,E10,U111,FR,FRK,FRK2,FRK22,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
38822448,30,12,52,36,4,4.6,6.21,44,0,8.4,2.7,49.6,C10,U120,FR,FRK,FRK2,FRK22,Woodland,Broadleaved woodland,Forestry
38822466,40,6,63,31,3.1,3.68,21.5,141.5,1,34.6,7.6,104.2,C21,U120,FR,FRK,FRK1,FRK13,Woodland,Spruce dominated coniferous woodland,Forestry
38822512,0,0,0,0,6.2,6.37,9.78,17.9,1,32.4,2,189.3,B55,U111,FR,FRK,FRK2,FRK25,Cropland,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens)
38822538,0,0,0,0,6.6,6.75,19.08,31.4,2,51,3,465.8,E10,U370,FR,FRK,FRK2,FRK25,Grassland,Grassland with sparse tree/shrub cover,Residential
38822584,0,0,0,0,3.6,4.19,8.07,40.1,0,32,3.2,98.7,C21,U120,FR,FRC,FRC1,FRC13,Woodland,Spruce dominated coniferous woodland,Forestry
38822718,0,0,0,0,5.2,5.56,17.69,10.5,0,9.6,1.4,71.8,B18,U111,FR,FRC,FRC1,FRC11,Cropland,Triticale,Agriculture (excluding fallow land and kitchen gardens)
38822830,0,0,0,0,7.4,7.8,28.4,23.1,593,30.5,2.5,249.6,B11,U111,FR,FRF,FRF2,FRF22,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
38822848,0,0,0,0,7.5,7.8,29.6,21.4,672,58.2,2.5,429.2,B52,U111,FR,FRF,FRF2,FRF22,Cropland,Lucerne,Agriculture (excluding fallow land and kitchen gardens)
38822872,0,0,0,0,7.5,7.89,18.66,8.5,897,31.9,1.8,70.1,B11,U111,FR,FRF,FRF2,FRF23,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
38822926,0,0,0,0,7.4,7.58,47,17.4,491,90.8,1.9,277.6,B22,U111,FR,FRF,FRF2,FRF23,Cropland,Sugar beet,Agriculture (excluding fallow land and kitchen gardens)
38822962,0,0,0,0,7.1,7.41,10.2,6.1,3,60.7,0.8,113,B11,U111,FR,FRE,FRE2,FRE21,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
38823150,6,26,32,42,7.5,7.85,32,9.8,163,69.1,1.4,304.9,B23,U111,NL,NL3,NL34,NL341,Cropland,Other root crops,Agriculture (excluding fallow land and kitchen gardens)
38842328,0,0,0,0,7.2,7.59,8.99,9.5,16,21.6,1.2,89.4,E10,U370,FR,FRJ,FRJ1,FRJ12,Grassland,Grassland with sparse tree/shrub cover,Residential
38842342,0,0,0,0,5.8,6.27,5.81,6.8,0,47.2,0.9,123.4,B11,U111,FR,FRJ,FRJ1,FRJ12,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
38842414,32,28,14,57,5.6,6.09,16.35,54.3,1,22,5.5,241.5,E20,U111,FR,FRK,FRK2,FRK22,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
38842454,27,9,52,39,5.3,5.69,26.8,36.3,0,23.9,3.9,133.1,E20,U111,FR,FRK,FRK2,FRK22,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
38842464,33,9,51,40,3.6,4.08,19.01,57,1,32.1,4.3,93.6,C22,U420,FR,FRK,FRK2,FRK22,Woodland,Pine dominated coniferous woodland,Semi-natural and natural areas not in use
38842482,16,9,51,40,4.3,4.71,33.3,60.3,0,20.7,5.4,118.9,E20,U111,FR,FRK,FRK2,FRK25,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
38842486,0,0,0,0,5.6,5.92,33.6,60.9,2,33.8,6,225.8,E20,U111,FR,FRK,FRK2,FRK25,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
38842590,0,0,0,0,5.3,5.64,13.62,39,0,33.8,4.3,298.2,E20,U111,FR,FRC,FRC1,FRC13,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
38842666,0,0,0,0,4.5,4.77,30,28.5,1,52.7,3.3,375.9,E20,U111,FR,FRC,FRC1,FRC13,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
38842810,0,0,0,0,7.3,7.72,29.2,17.3,651,15.9,3,132.2,B32,U111,FR,FRF,FRF2,FRF22,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
38842864,0,0,0,0,7.4,7.73,42.9,27.6,804,59.5,3,209.5,B21,U111,FR,FRF,FRF2,FRF23,Cropland,Potatoes,Agriculture (excluding fallow land and kitchen gardens)
38842882,0,0,0,0,7.5,7.95,21.5,11.3,814,29.5,2.3,195.9,B11,U111,FR,FRF,FRF2,FRF23,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
38842990,0,0,0,0,6.3,6.43,15.38,35.3,0,43.7,3.5,88.7,E20,U111,FR,FRE,FRE2,FRE21,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
38843040,0,0,0,0,6.8,7.08,20.2,13.2,1,85.7,1.6,246.2,F40,U111,FR,FRE,FRE1,FRE11,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens)
38843066,8,20,19,60,6.2,6.49,39.5,11.7,0,59.5,1.4,412.3,B21,U111,BE,BE3,BE32,BE323,Cropland,Potatoes,Agriculture (excluding fallow land and kitchen gardens)
38862312,0,0,0,0,7.5,8.04,20.5,14.9,220,22.3,1.4,210.3,B82,U111,FR,FRJ,FRJ1,FRJ12,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
38862322,0,0,0,0,7.4,7.77,44.9,31.7,55,21.5,2.1,354.2,B75,U111,FR,FRJ,FRJ1,FRJ12,Cropland,Other fruit trees and berries,Agriculture (excluding fallow land and kitchen gardens)
38862442,18,11,51,38,3.9,4.42,14.95,34.3,0,32.2,2.9,104.4,C32,U120,FR,FRK,FRK2,FRK22,Woodland,Pine dominated mixed woodland,Forestry
38862448,0,0,0,0,4.8,5.27,8.43,20.6,0,48.5,1.9,127.3,E20,U420,FR,FRK,FRK2,FRK22,Grassland,Grassland without tree/shrub cover,Semi-natural and natural areas not in use
38862478,0,0,0,0,3.4,3.97,22.1,133.4,1,36.6,8.1,93.4,C23,U120,FR,FRK,FRK2,FRK25,Woodland,Other coniferous woodland,Forestry
38862658,0,0,0,0,3.9,4.4,26.9,85,1,47.5,6.7,195.7,C33,U120,FR,FRC,FRC1,FRC13,Woodland,Other mixed woodland,Forestry
38862780,0,0,0,0,7.3,7.74,31.7,33.7,110,28.5,3.7,352.4,B32,U111,FR,FRF,FRF2,FRF22,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
38862856,0,0,0,0,7.5,7.87,25.7,11.8,688,51.3,2.2,278.4,B22,U111,FR,FRF,FRF2,FRF22,Cropland,Sugar beet,Agriculture (excluding fallow land and kitchen gardens)
38862874,0,0,0,0,7.4,7.95,25.7,3.2,976,42.5,2.5,241,B11,U111,FR,FRF,FRF2,FRF23,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
38862888,0,0,0,0,7.4,7.75,29.9,27,699,39,2.8,237.4,B52,U111,FR,FRF,FRF2,FRF23,Cropland,Lucerne,Agriculture (excluding fallow land and kitchen gardens)
38863036,0,0,0,0,4.8,5.05,60.3,25.6,0,43.1,3.2,134.6,E20,U111,FR,FRE,FRE1,FRE11,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
38863068,0,0,0,0,6.8,7.12,15.6,12.3,1,65.5,1.4,215.1,B11,U111,BE,BE3,BE32,BE323,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
38882270,0,0,0,0,8.7,8.75,2.17,7.3,374,17.3,1.6,1126.8,G12,U420,FR,FRL,FRL0,FRL04,Water,Inland salty water bodies,Semi-natural and natural areas not in use
38882308,0,0,0,0,7.5,7.87,25.4,15,438,33.9,2.3,276.8,B31,U111,FR,FRL,FRL0,FRL04,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
38882368,9,12,57,30,7.2,7.84,9.73,7,5,17.7,0.8,155.9,B82,U111,FR,FRJ,FRJ1,FRJ12,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
38882416,36,22,16,63,6.3,6.47,28.3,76.1,1,24.6,7.5,479.9,C10,U420,FR,FRK,FRK2,FRK22,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use
38882480,31,7,61,31,3.8,4.24,41.7,91.8,0,107.1,8.1,879.9,C10,U111,FR,FRK,FRK2,FRK25,Woodland,Broadleaved woodland,Agriculture (excluding fallow land and kitchen gardens)
38882488,50,15,31,54,4.2,4.56,39.5,68.1,1,23.7,4.9,109,C23,U120,FR,FRK,FRK2,FRK25,Woodland,Other coniferous woodland,Forestry
38882512,0,0,0,0,3.4,4.08,8.37,80.8,0,15.7,3.9,141.7,C10,U120,FR,FRK,FRK2,FRK25,Woodland,Broadleaved woodland,Forestry
38882614,0,0,0,0,5.1,5.72,18.05,19.8,0,20.8,2.5,69,E20,U111,FR,FRC,FRC1,FRC13,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
38882650,0,0,0,0,4.8,5.26,31.2,43.9,0,35.2,4.7,94.5,E20,U111,FR,FRC,FRC1,FRC13,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
38882776,0,0,0,0,7.4,7.67,32.2,39.5,93,48.1,3.6,512.2,B13,U111,FR,FRF,FRF2,FRF22,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
38882854,0,0,0,0,7.4,7.73,27.2,29.5,537,39.5,2.3,234.3,B13,U111,FR,FRF,FRF2,FRF22,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
38882938,0,0,0,0,7.4,7.81,19.8,20.9,681,24.5,2.1,156.9,B11,U111,FR,FRE,FRE2,FRE21,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
38882962,0,0,0,0,6.4,6.47,21.1,8.3,2,33.5,1.1,193.1,B22,U111,FR,FRE,FRE2,FRE21,Cropland,Sugar beet,Agriculture (excluding fallow land and kitchen gardens)
38883110,6,14,30,56,5.9,6.3,22.7,8.9,0,45.6,1.1,95.7,B16,U111,BE,BE2,BE23,BE234,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
38883118,2,6,75,19,4,4.78,5.1,15.8,0,104.9,1.4,65.6,B16,U111,BE,BE2,BE23,BE234,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
38902348,0,0,0,0,7.4,7.91,16.55,7,274,6.7,1.3,96.2,B82,U111,FR,FRJ,FRJ1,FRJ12,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
38902586,0,0,0,0,5,5.38,47.6,43.9,0,40.4,3.8,306.3,D20,U120,FR,FRK,FRK2,FRK26,Shrubland,Shrubland without tree cover,Forestry
