"Point_ID,N,9,0","Coarse,N,9,0","Clay,N,9,0","Sand,N,9,0","Silt,N,9,0","pH_CaCl2,N,24,2","pH_H20,N,24,2","EC,N,24,2","OC,N,24,2","CaCO3,N,9,0","P,N,24,2","N,N,24,2","K,N,24,2","LC,C,80","LU,C,80","NUTS_0,C,80","NUTS_1,C,80","NUTS_2,C,80","NUTS_3,C,80","LC0_Desc,C,80","LC1_Desc,C,80","LU1_Desc,C,80"
27601844,0,0,0,0,6,6.33,6.03,8.1,0,14.6,0.8,133.1,B31,U111,PT,PT1,PT18,PT184,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
27601942,0,0,0,0,6.7,6.95,10.03,17.7,2,9,1.5,90.8,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry
27602032,0,0,0,0,4.2,4.65,3.11,10.2,0,0,1.2,44.3,B81,U111,PT,PT1,PT16,PT16I,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
27602150,0,0,0,0,5.2,5.65,110.6,97,0,31.9,6.7,218.1,E20,U420,PT,PT1,PT16,PT16D,Grassland,Grassland without tree/shrub cover,Semi-natural and natural areas not in use
27622062,0,0,0,0,4,4.49,3.16,21.8,0,4.7,1,49.5,C10,U120,PT,PT1,PT16,PT16F,Woodland,Broadleaved woodland,Forestry
27641752,0,0,0,0,5,5.5,7.45,24.6,0,8,2.5,165.9,C10,U120,PT,PT1,PT15,PT150,Woodland,Broadleaved woodland,Forestry
27641832,0,0,0,0,7.6,8,12,7,19,14.1,0.9,315.8,B31,U111,PT,PT1,PT18,PT184,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
27641878,0,0,0,0,5.2,5.83,4.56,7.5,0,9.8,0.9,111.8,B54,U111,PT,PT1,PT18,PT187,Cropland,Mix of cereals,Agriculture (excluding fallow land and kitchen gardens)
27641896,0,0,0,0,4.6,5.25,3.94,10.9,0,7.9,1.2,45.9,B55,U111,PT,PT1,PT18,PT187,Cropland,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens)
27641914,0,0,0,0,5.5,5.73,11.01,22.6,0,10.3,2.1,112.9,E20,U111,PT,PT1,PT18,PT187,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
27642102,0,0,0,0,7.4,7.75,14.8,16.8,705,5.5,1.6,154.6,E20,U111,PT,PT1,PT16,PT16E,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
27642156,0,0,0,0,3,4.07,6.13,64.4,1,18.8,1.9,27.1,C10,U120,PT,PT1,PT16,PT16D,Woodland,Broadleaved woodland,Forestry
27661792,0,0,0,0,6.1,6.38,4.31,14.7,1,4.4,1.6,50.8,D10,U420,PT,PT1,PT18,PT184,Shrubland,Shrubland with sparse tree cover,Semi-natural and natural areas not in use
27661882,0,0,0,0,4.6,5.19,4.24,13.4,0,5.2,1,71,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry
27662020,0,0,0,0,4.1,4.73,4.01,22.5,0,0,1.1,33.2,C10,U120,PT,PT1,PT16,PT16I,Woodland,Broadleaved woodland,Forestry
27681762,0,0,0,0,5.4,6.15,3.43,8.4,0,5.5,1.2,100.6,B84,U111,PT,PT1,PT15,PT150,Cropland,Permanent industrial crops,Agriculture (excluding fallow land and kitchen gardens)
27681946,0,0,0,0,6,6.27,7.49,4.6,1,42.2,0.6,107,B19,U111,PT,PT1,PT18,PT187,Cropland,Other cereals,Agriculture (excluding fallow land and kitchen gardens)
27682000,0,0,0,0,4.6,5.31,3.92,15.7,0,7.8,1.2,42.2,C10,U120,PT,PT1,PT16,PT16I,Woodland,Broadleaved woodland,Forestry
27682212,0,0,0,0,4.4,4.63,33.2,19.8,0,53.3,2.5,152,B55,U111,PT,PT1,PT11,PT11A,Cropland,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens)
27701754,0,0,0,0,5.6,6.18,6.04,16.3,1,6.9,1.8,168.2,B74,U111,PT,PT1,PT15,PT150,Cropland,Nuts trees,Agriculture (excluding fallow land and kitchen gardens)
27701848,0,0,0,0,6,6.33,14.17,9.7,0,54.6,1.1,177.7,B81,U111,PT,PT1,PT18,PT184,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
27702222,0,0,0,0,4.8,5.11,29.2,34.1,1,148.5,3.3,90.6,B16,U111,PT,PT1,PT11,PT11A,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
27721828,0,0,0,0,7.4,7.95,12.91,10.1,108,10.7,1.1,206.3,E10,U111,PT,PT1,PT18,PT184,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
27722026,0,0,0,0,3.8,4.38,6.94,27.3,0,4.8,1,66,C22,U120,PT,PT1,PT16,PT16I,Woodland,Pine dominated coniferous woodland,Forestry
27722056,0,0,0,0,3.9,4.36,4.89,48.2,0,7.2,2.2,35.3,C32,U120,PT,PT1,PT16,PT16F,Woodland,Pine dominated mixed woodland,Forestry
27722080,0,0,0,0,4.2,4.5,18.39,15.1,0,11.8,1.5,60.8,E20,U120,PT,PT1,PT16,PT16E,Grassland,Grassland without tree/shrub cover,Forestry
27722128,0,0,0,0,5.8,5.9,43.1,48.5,0,82.1,3.8,67.1,C10,U120,PT,PT1,PT16,PT16D,Woodland,Broadleaved woodland,Forestry
27722228,0,0,0,0,4.5,4.74,35.1,36.9,1,145.6,3.5,194.9,B16,U111,PT,PT1,PT11,PT11A,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
27722242,0,0,0,0,5.1,5.25,8.5,42.5,1,50.2,4.3,427.5,B16,U111,PT,PT1,PT11,PT112,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
27741830,0,0,0,0,7.4,7.78,26.3,7.8,22,7.4,1,191.3,B31,U111,PT,PT1,PT18,PT184,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
27741866,0,0,0,0,5.1,5.67,5.26,20.9,0,5.5,1.7,100.5,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry
27741890,0,0,0,0,4.6,5.13,7.2,9.5,0,22.5,0.9,58.8,E30,U111,PT,PT1,PT18,PT187,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens)
27741908,0,0,0,0,4.9,5.33,4.91,6.2,0,25.2,0.7,58.5,E30,U111,PT,PT1,PT18,PT187,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens)
27742232,0,0,0,0,3.7,4.36,8.33,103.1,0,18.9,5.1,38.1,C10,U120,PT,PT1,PT11,PT112,Woodland,Broadleaved woodland,Forestry
27742276,0,0,0,0,4.3,4.91,16.8,39,1,225.4,3.6,288.1,A21,U370,PT,PT1,PT11,PT111,Artificial land,Non built-up area features,Residential
27742358,0,0,0,0,4.7,5.18,4.63,10.5,1,6.2,0.8,36,D20,U420,ES,ES1,ES11,ES111,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use
27742394,0,0,0,0,4.2,4.73,4.45,73.3,1,7.2,4.5,32.2,D10,U410,ES,ES1,ES11,ES111,Shrubland,Shrubland with sparse tree cover,Abandoned areas
27742406,0,0,0,0,3.8,4.51,12,116.1,1,6,9.3,32.8,C10,U120,ES,ES1,ES11,ES111,Woodland,Broadleaved woodland,Forestry
27762242,0,0,0,0,3.6,4.32,6.44,97.9,1,7.3,3.4,54.2,C22,U120,PT,PT1,PT11,PT112,Woodland,Pine dominated coniferous woodland,Forestry
27762290,0,0,0,0,4.1,4.32,12.75,25.1,0,0,1.7,40.9,C22,U120,ES,ES1,ES11,ES114,Woodland,Pine dominated coniferous woodland,Forestry
27781794,0,0,0,0,5.2,5.95,3.46,6.2,0,3.8,1,43,E20,U111,PT,PT1,PT18,PT184,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
27781812,0,0,0,0,4.6,5.13,3.73,10.1,0,6.9,1.4,45.8,C10,U120,PT,PT1,PT18,PT184,Woodland,Broadleaved woodland,Forestry
27781884,0,0,0,0,6.6,6.66,12.06,21.5,0,31.3,2.1,128.3,B81,U111,PT,PT1,PT18,PT187,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
27781902,0,0,0,0,5.2,5.61,5.8,10.6,0,13.6,1.2,76.4,B81,U111,PT,PT1,PT18,PT187,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
27781996,0,0,0,0,4.5,4.89,2.04,10.6,0,4.1,0.8,12.2,C10,U120,PT,PT1,PT16,PT16I,Woodland,Broadleaved woodland,Forestry
27782150,0,0,0,0,6.4,6.54,31.8,26.8,8,4.1,1.6,33.2,C10,U120,PT,PT1,PT16,PT16D,Woodland,Broadleaved woodland,Forestry
27782158,0,0,0,0,3.7,4.48,4.76,42.1,0,5.8,2,54.8,C10,U120,PT,PT1,PT11,PT11A,Woodland,Broadleaved woodland,Forestry
27782168,0,0,0,0,3.5,4.37,13,112.1,0,19.1,5.3,83.3,C10,U120,PT,PT1,PT11,PT11A,Woodland,Broadleaved woodland,Forestry
27782284,0,0,0,0,5.2,5.48,24.7,29.8,1,81.7,3,178.7,D20,U410,PT,PT1,PT11,PT111,Shrubland,Shrubland without tree cover,Abandoned areas
27801810,0,0,0,0,4.7,5.1,6.62,17.6,0,34,1.8,99.3,C10,U120,PT,PT1,PT18,PT184,Woodland,Broadleaved woodland,Forestry
27802116,0,0,0,0,4.3,4.92,5.27,30.5,0,0,2.4,73.6,F40,U120,PT,PT1,PT16,PT16E,Bareland,Other bare soil,Forestry
27802188,0,0,0,0,4,4.12,125.1,74,0,70.3,6.8,156.1,C10,U120,PT,PT1,PT11,PT11A,Woodland,Broadleaved woodland,Forestry
27802242,0,0,0,0,4.9,5.16,85.9,28.6,0,26.2,2.7,148.7,B16,U111,PT,PT1,PT11,PT112,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
27821832,0,0,0,0,6.9,7.24,7.51,6.5,0,23.1,0.8,236.1,B11,U111,PT,PT1,PT18,PT184,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
27821838,0,0,0,0,7.6,7.9,15.39,13,52,27.7,1.5,365,B81,U111,PT,PT1,PT18,PT184,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
27821842,0,0,0,0,7,7.29,8.96,10.3,2,4.7,1.1,305.6,B81,U111,PT,PT1,PT18,PT184,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
27821886,0,0,0,0,4.7,4.77,18.14,8.4,0,39.3,1.1,169.7,B81,U111,PT,PT1,PT18,PT187,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
27821982,0,0,0,0,4.5,5.23,4.97,13,1,6.3,0.8,57,C10,U120,PT,PT1,PT18,PT186,Woodland,Broadleaved woodland,Forestry
27822210,0,0,0,0,4.3,4.6,9.45,12.7,0,3.3,1.4,48.5,A22,U312,PT,PT1,PT11,PT11A,Artificial land,Non built-up linear features,Road transport
27841822,0,0,0,0,6,6.27,13.96,25.4,0,6.9,2.6,98.1,E20,U111,PT,PT1,PT18,PT184,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
27841840,0,0,0,0,6.7,7.27,10.92,11.6,1,6.9,1.1,177,B81,U111,PT,PT1,PT18,PT184,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
27841900,0,0,0,0,5.9,6.17,10.7,10.5,0,29.8,1.1,96.3,E20,U111,PT,PT1,PT18,PT187,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
27842206,0,0,0,0,4.3,4.51,9.52,28,0,7.2,2.4,27.5,C10,U120,PT,PT1,PT11,PT11A,Woodland,Broadleaved woodland,Forestry
27842308,0,0,0,0,3.3,4.2,23.8,120,0,42.6,7.1,120.6,C10,U120,ES,ES1,ES11,ES114,Woodland,Broadleaved woodland,Forestry
27842394,0,0,0,0,4.1,4.83,7.27,104.7,0,26.6,8.9,136.1,C22,U120,ES,ES1,ES11,ES111,Woodland,Pine dominated coniferous woodland,Forestry
27842416,0,0,0,0,4.1,4.16,12.17,70.2,0,16.6,5.6,106.9,C22,U120,ES,ES1,ES11,ES111,Woodland,Pine dominated coniferous woodland,Forestry
27862032,0,0,0,0,4.1,4.68,5.19,27.6,0,5.9,2.2,78,C22,U120,PT,PT1,PT16,PT16H,Woodland,Pine dominated coniferous woodland,Forestry
27862072,0,0,0,0,3.9,4.38,7.51,50.9,0,7.2,3.9,46.2,C22,U120,PT,PT1,PT16,PT16E,Woodland,Pine dominated coniferous woodland,Forestry
27881848,0,0,0,0,7.7,8.16,13.29,9.2,152,11.1,0.9,210,B15,U111,PT,PT1,PT18,PT184,Cropland,Oats,Agriculture (excluding fallow land and kitchen gardens)
27881902,0,0,0,0,5.8,6.18,5.76,10.6,0,4.9,1.1,76.3,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry
27881934,0,0,0,0,4.9,5.58,5.42,8.6,0,8.5,0.9,104.3,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry
27881938,0,0,0,0,5.9,6.32,12.41,12.2,0,5.2,1.4,220.4,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry
27882010,0,0,0,0,4.3,5.18,2.09,9,0,6.4,1.4,92.4,C10,U120,PT,PT1,PT18,PT186,Woodland,Broadleaved woodland,Forestry
27882226,0,0,0,0,3.9,4.37,11.52,54.6,2,151.7,3.8,48,C10,U120,PT,PT1,PT11,PT119,Woodland,Broadleaved woodland,Forestry
27882298,0,0,0,0,4.3,4.69,11.22,37.7,0,6.8,2.7,56.2,C10,U120,ES,ES1,ES11,ES114,Woodland,Broadleaved woodland,Forestry
27882370,0,0,0,0,3.8,3.91,25.2,80.3,1,11.3,6.8,38.3,C22,U120,ES,ES1,ES11,ES111,Woodland,Pine dominated coniferous woodland,Forestry
27882384,0,0,0,0,3.8,4.03,33.4,93.7,0,14.8,5,83.9,C22,U120,ES,ES1,ES11,ES111,Woodland,Pine dominated coniferous woodland,Forestry
27882424,0,0,0,0,3.8,4.55,6.78,72.9,1,12.6,5.5,41.7,C22,U120,ES,ES1,ES11,ES111,Woodland,Pine dominated coniferous woodland,Forestry
27901822,0,0,0,0,4.7,5.21,5.35,17.6,0,4.9,1.8,64.5,E10,U111,PT,PT1,PT18,PT184,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
27901900,0,0,0,0,5.5,5.7,13.4,18.9,0,10.1,1.8,153.9,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry
27901954,0,0,0,0,5.9,6.18,7.46,19,1,28.8,2,130.3,B81,U111,PT,PT1,PT18,PT186,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
27901972,0,0,0,0,6.6,6.7,123.9,23.2,1,13.6,2.5,94.7,E20,U111,PT,PT1,PT18,PT186,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
27902146,0,0,0,0,4.1,4.87,4.14,42.6,0,19.4,3.3,65.3,C10,U120,PT,PT1,PT16,PT16G,Woodland,Broadleaved woodland,Forestry
27902200,0,0,0,0,4.5,4.65,9.2,4.7,0,12.7,0.5,42.8,A21,U341,PT,PT1,PT11,PT11A,Artificial land,Non built-up area features,Commerce
27902332,0,0,0,0,3.7,3.95,20,83.9,0,16.5,6.1,43.5,C33,U120,ES,ES1,ES11,ES114,Woodland,Other mixed woodland,Forestry
27921800,0,0,0,0,5.1,5.63,11.84,16.5,0,23.8,1.7,125,C10,U120,ES,ES6,ES61,ES615,Woodland,Broadleaved woodland,Forestry
27921848,0,0,0,0,7.6,7.96,16.95,9.2,724,8.8,1.5,130.5,B81,U111,PT,PT1,PT18,PT184,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
27921944,0,0,0,0,5.7,6.07,7.95,28,0,17.7,2.5,113.6,C10,U120,PT,PT1,PT18,PT186,Woodland,Broadleaved woodland,Forestry
27921970,0,0,0,0,6.1,6.36,10.52,17.6,2,99.4,2.1,176.5,E30,U111,PT,PT1,PT18,PT186,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens)
27922046,0,0,0,0,4.2,4.86,5.55,53.2,0,5.1,2.4,75.5,C32,U120,PT,PT1,PT16,PT16I,Woodland,Pine dominated mixed woodland,Forestry
27922096,0,0,0,0,4.5,4.97,18.41,29.3,0,10.8,2.5,128.1,C10,U420,PT,PT1,PT16,PT16E,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use
27922124,0,0,0,0,4.6,5.1,4.98,39,2,9.7,2.2,57.9,C32,U120,PT,PT1,PT16,PT16G,Woodland,Pine dominated mixed woodland,Forestry
27922190,0,0,0,0,3.8,4.48,7.6,56.9,0,17.9,3.5,28.8,C10,U120,PT,PT1,PT11,PT11C,Woodland,Broadleaved woodland,Forestry
27922208,0,0,0,0,4.3,4.82,49.1,140.8,1,69,8.5,138.1,C10,U120,PT,PT1,PT11,PT11C,Woodland,Broadleaved woodland,Forestry
27922244,0,0,0,0,4.1,4.29,10.6,16.8,0,107.4,1.9,85.8,B16,U111,PT,PT1,PT11,PT112,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
27922352,0,0,0,0,5.8,6.22,19.36,23.2,0,34.3,2.5,116.9,B16,U111,ES,ES1,ES11,ES114,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
27922412,0,0,0,0,4.1,5.14,18.2,121.6,2,22.9,7.4,85,C10,U120,ES,ES1,ES11,ES111,Woodland,Broadleaved woodland,Forestry
27942164,0,0,0,0,3.9,4.6,13.83,81.2,0,24.5,4.6,83.6,C10,U120,PT,PT1,PT11,PT11A,Woodland,Broadleaved woodland,Forestry
27942398,0,0,0,0,4.7,4.97,37.1,89.4,1,34,9,110.7,B16,U111,ES,ES1,ES11,ES111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
27961830,0,0,0,0,5.9,6.45,4.33,7.7,1,13.2,0.9,104,B11,U111,PT,PT1,PT18,PT184,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
27961888,0,0,0,0,5.6,6.06,6.94,10.4,0,8.4,1.1,79.2,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry
27961906,0,0,0,0,6.7,7.03,16.4,3.9,0,22.6,0.5,45.3,B82,U111,PT,PT1,PT18,PT187,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
27961960,0,0,0,0,6,6.34,6.01,10.7,1,16.4,1.1,159.5,C10,U120,PT,PT1,PT18,PT186,Woodland,Broadleaved woodland,Forestry
27961978,0,0,0,0,4.6,5.23,4.79,11.3,0,16.5,1,77.7,E20,U111,PT,PT1,PT18,PT186,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
27962194,0,0,0,0,4,4.06,27.2,14.5,1,56.1,1.6,165.5,B16,U111,PT,PT1,PT11,PT11C,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
27962240,0,0,0,0,5.6,5.95,38.9,25.7,2,35,2.3,135.6,D20,U420,PT,PT1,PT11,PT112,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use
27962388,0,0,0,0,4,5.06,7.95,113.8,1,16.5,9,51.3,C10,U420,ES,ES1,ES11,ES111,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use
27962406,0,0,0,0,4.7,5.22,7.63,55.5,0,50.4,5.6,90.1,E20,U111,ES,ES1,ES11,ES111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
27981792,0,0,0,0,5.7,6.53,5.28,7.9,0,5.4,1.3,56,D10,U120,ES,ES6,ES61,ES615,Shrubland,Shrubland with sparse tree cover,Forestry
27981828,0,0,0,0,5.3,5.81,4.78,8.8,0,5.5,1.1,60,B54,U111,PT,PT1,PT18,PT184,Cropland,Mix of cereals,Agriculture (excluding fallow land and kitchen gardens)
27981900,0,0,0,0,4.9,5.48,4.98,10,0,10.8,1.1,77.9,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry
27981936,0,0,0,0,5.6,5.93,7.3,9.3,0,16.6,1.2,152.8,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry
27981972,0,0,0,0,5.2,5.58,31,11.4,1,13.2,1.2,73,C10,U120,PT,PT1,PT18,PT186,Woodland,Broadleaved woodland,Forestry
27982170,0,0,0,0,6.6,6.82,25.2,15.6,2,8.5,1.9,109.3,E30,U370,PT,PT1,PT11,PT11A,Grassland,Spontaneously re-vegetated surfaces,Residential
27982224,0,0,0,0,3.9,4.58,8.88,146.2,1,46.1,7.8,74.5,C10,U120,PT,PT1,PT11,PT119,Woodland,Broadleaved woodland,Forestry
27982314,0,0,0,0,4.3,4.64,32.3,31.9,0,9.5,3.3,162.2,C10,U120,ES,ES1,ES11,ES114,Woodland,Broadleaved woodland,Forestry
27982368,0,0,0,0,3.7,4.67,10.92,69.2,0,12.6,5.7,62.5,D20,U420,ES,ES1,ES11,ES111,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use
28001832,0,0,0,0,6.6,6.89,6.72,13.8,1,4.4,1.5,223,B81,U111,PT,PT1,PT18,PT184,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
28002400,0,0,0,0,4.9,5.25,50.8,55.3,0,177.1,5.2,65.5,B16,U111,ES,ES1,ES11,ES111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
28021894,0,0,0,0,5.8,6.19,9.07,19.1,0,22.8,2,210.4,B81,U111,PT,PT1,PT18,PT187,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
28021948,0,0,0,0,5.8,6.07,7.03,11.8,0,17.4,1.2,141.6,E20,U111,PT,PT1,PT18,PT186,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
28022034,0,0,0,0,3.7,4.26,6.62,48.6,0,7.1,2.3,93,C22,U120,PT,PT1,PT16,PT16H,Woodland,Pine dominated coniferous woodland,Forestry
28022110,0,0,0,0,5,5.53,4.41,33.5,2,8.3,1.7,60.6,C10,U120,PT,PT1,PT16,PT16G,Woodland,Broadleaved woodland,Forestry
28022134,0,0,0,0,3.5,4.19,10.21,60.5,0,27.8,3.1,36.9,D20,U420,PT,PT1,PT16,PT16G,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use
28022146,0,0,0,0,4,4.83,5.28,85.1,0,17.6,4.6,45.5,D20,U120,PT,PT1,PT16,PT16G,Shrubland,Shrubland without tree cover,Forestry
28022250,0,0,0,0,4,4.16,2.55,43.6,0,26.8,3.1,49.2,D10,U410,PT,PT1,PT11,PT112,Shrubland,Shrubland with sparse tree cover,Abandoned areas
28022290,0,0,0,0,6.3,6.56,11.67,19.1,1,28.5,1.5,337.3,E20,U370,PT,PT1,PT11,PT111,Grassland,Grassland without tree/shrub cover,Residential
28022380,0,0,0,0,4.4,4.63,60.8,77.5,1,180.3,7.9,107.2,B55,U111,ES,ES1,ES11,ES111,Cropland,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens)
28022434,0,0,0,0,4.5,5.04,7.99,66.8,0,0,5.5,31.1,C22,U120,ES,ES1,ES11,ES111,Woodland,Pine dominated coniferous woodland,Forestry
28041892,0,0,0,0,5.4,5.8,9.94,22.4,0,15,2.1,133.5,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry
28041928,0,0,0,0,5.7,5.92,19.37,63.3,0,73.9,4.9,413.8,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry
28041942,0,0,0,0,6,6.19,28.9,40.2,0,39.1,4,302.2,E20,U111,PT,PT1,PT18,PT186,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
28041960,0,0,0,0,5.9,6.32,6.17,13.7,1,29.9,1.5,131.7,B13,U111,PT,PT1,PT18,PT186,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
28041996,0,0,0,0,4.6,5.06,9.42,9.1,1,7.7,0.7,67.5,C10,U120,PT,PT1,PT18,PT186,Woodland,Broadleaved woodland,Forestry
28042122,0,0,0,0,3.9,4.64,4.52,21.4,0,5.8,1.8,64.3,C22,U120,PT,PT1,PT16,PT16G,Woodland,Pine dominated coniferous woodland,Forestry
28042126,0,0,0,0,5.4,5.92,3.79,4.8,0,44.6,0.6,84.3,E30,U111,PT,PT1,PT16,PT16G,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens)
28042176,0,0,0,0,4.2,4.91,6.88,57.1,0,20.4,5.3,40.5,D20,U111,PT,PT1,PT11,PT11C,Shrubland,Shrubland without tree cover,Agriculture (excluding fallow land and kitchen gardens)
28061794,38,29,32,39,5,5.56,7.68,22.3,0,9.2,2.3,109.3,C10,U120,ES,ES6,ES61,ES615,Woodland,Broadleaved woodland,Forestry
28061866,0,0,0,0,7.7,8.1,10.9,6.9,10,6.9,1.1,80.9,B81,U111,PT,PT1,PT18,PT187,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
28061934,0,0,0,0,5,5.43,6.81,13,0,10.9,1.5,87,E10,U111,PT,PT1,PT18,PT187,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
28062190,0,0,0,0,4.1,4.93,5.55,47.4,0,23.4,3.1,136,C10,U120,PT,PT1,PT11,PT11C,Woodland,Broadleaved woodland,Forestry
28062298,0,0,0,0,4.2,5.03,2.43,1.4,0,0,0.1,46.2,C10,U120,ES,ES1,ES11,ES114,Woodland,Broadleaved woodland,Forestry
28062316,0,0,0,0,4,4.4,16.5,34.4,0,68.4,3.2,55.5,B71,U111,ES,ES1,ES11,ES114,Cropland,Apple fruit,Agriculture (excluding fallow land and kitchen gardens)
28062352,0,0,0,0,4.3,4.67,22.9,33.3,1,10.5,2.8,76.5,C10,U120,ES,ES1,ES11,ES114,Woodland,Broadleaved woodland,Forestry
28081882,0,0,0,0,6.8,7.05,13.97,11.9,0,32.4,1.4,400.3,B81,U111,PT,PT1,PT18,PT187,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
28082152,0,0,0,0,4,4.59,6.65,13.8,0,0,0.8,67.3,C32,U120,PT,PT1,PT16,PT16G,Woodland,Pine dominated mixed woodland,Forestry
28082380,0,0,0,0,4.3,4.65,11.42,14,0,14.7,1.5,63.1,D20,U410,ES,ES1,ES11,ES111,Shrubland,Shrubland without tree cover,Abandoned areas
28082404,0,0,0,0,3.8,3.93,22.2,128.1,0,26.9,9.3,146.9,F40,U120,ES,ES1,ES11,ES111,Bareland,Other bare soil,Forestry
28101854,0,0,0,0,6.4,6.43,14.11,21.6,1,7.7,2.4,112.6,C10,U120,PT,PT1,PT18,PT184,Woodland,Broadleaved woodland,Forestry
28101926,0,0,0,0,5.4,5.9,6.59,12.2,0,6.8,1.6,56.8,E10,U111,PT,PT1,PT18,PT187,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
28102060,0,0,0,0,4,4.67,2.69,36.2,0,4.4,2.5,31.9,D10,U120,PT,PT1,PT16,PT16J,Shrubland,Shrubland with sparse tree cover,Forestry
28102100,0,0,0,0,3.4,4.08,7.8,103,0,20.4,5,31.3,C22,U120,PT,PT1,PT16,PT16E,Woodland,Pine dominated coniferous woodland,Forestry
28102114,0,0,0,0,3.9,4.59,3.35,14.5,0,4.4,0.7,48.4,C22,U120,PT,PT1,PT16,PT16G,Woodland,Pine dominated coniferous woodland,Forestry
